#,Label,Message
10425,"Company Business, Strategy, etc.","
"
106296,"Company Business, Strategy, etc.","Thanks for your attention to this request.  Please give me a call to discuss 
and please designate your response as ""Privileged and Confidential, Attorney 
Client Privileged."" "
106298,"Company Business, Strategy, etc.","Thanks for your attention to this request.  Please give me a call to discuss 
and please designate your response as ""Privileged and Confidential, Attorney 
Client Privileged."" 
"
106588,"Company Business, Strategy, etc.","Thanks for your attention to this request.  Please give me a call to discuss and please designate your response as ""Privileged and Confidential, Attorney Client Privileged."" 
"
106590,"Company Business, Strategy, etc.","Thanks for your attention to this request.  Please give me a call to discuss and please designate your response as ""Privileged and Confidential, Attorney Client Privileged."" "
109359,"Company Business, Strategy, etc.","
?
From:??Mark Frevert, Chairman & CEO 
??????Greg Whalley, President & COO
??????Mark Haedicke, Managing Director & General Counsel 
?
Subject:??Confidential Information and Securities Trading
?
Enron Wholesale Services ('EWS') maintains official Policies and Procedures 
Regarding Confidential Information and Securities Trading ('Policies and 
Procedures'), which have been revised as of November 15, 2000 to reflect the 
new EWS structure.  These policies and procedures are intended to allow us 
simultaneously to pursue our diverse businesses and to protect confidential 
information, our reputation for integrity, and EWS and its employees from 
legal liability.
?
You are required to become familiar with, and to comply with, the Policies 
and Procedures.  The newly revised Policies and Procedures are available for 
your review on LegalOnline, the new intranet website maintained by the Enron 
Wholesale Services Legal Department.  Please click on the attached link to 
access LegalOnline:
?
http://legalonline.corp.enron.com/chinesewall.asp
?
You must certify your compliance with the Policies and Procedures within two 
weeks of your receipt of this message.  The LegalOnline site will allow you 
to quickly and conveniently certify your compliance on-line with your SAP 
Personal ID number.  If you have any questions concerning the Policies or 
Procedures, please call Lance Schuler at extension 3-5419, Mark Haedicke at 
extension 3-6544, Alan Aronowitz at extension 3-3214, Bob Bruce at extension 
5-7780 or Donna Lowry at extension 3-1939. "
110549,"Company Business, Strategy, etc.","
?
From:??Mark Frevert, Chairman & CEO 
??????Greg Whalley, President & COO
??????Mark Haedicke, Managing Director & General Counsel 
?
Subject:??Confidential Information and Securities Trading
?
Enron Wholesale Services ('EWS') maintains official Policies and Procedures 
Regarding Confidential Information and Securities Trading ('Policies and 
Procedures'), which have been revised as of November 15, 2000 to reflect the 
new EWS structure.  These policies and procedures are intended to allow us 
simultaneously to pursue our diverse businesses and to protect confidential 
information, our reputation for integrity, and EWS and its employees from 
legal liability.
?
You are required to become familiar with, and to comply with, the Policies 
and Procedures.  The newly revised Policies and Procedures are available for 
your review on LegalOnline, the new intranet website maintained by the Enron 
Wholesale Services Legal Department.  Please click on the attached link to 
access LegalOnline:
?
http://legalonline.corp.enron.com/chinesewall.asp
?
You must certify your compliance with the Policies and Procedures within two 
weeks of your receipt of this message.  The LegalOnline site will allow you 
to quickly and conveniently certify your compliance on-line with your SAP 
Personal ID number.  If you have any questions concerning the Policies or 
Procedures, please call Lance Schuler at extension 3-5419, Mark Haedicke at 
extension 3-6544, Alan Aronowitz at extension 3-3214, Bob Bruce at extension 
5-7780 or Donna Lowry at extension 3-1939. "
113953,"Company Business, Strategy, etc.","
"
114087,"Company Business, Strategy, etc.",
114503,"Company Business, Strategy, etc.","> -----Original Message-----
> From: Michael Nacht [SMTP:mnacht@socrates.Berkeley.EDU]
> Sent: Thursday, August 03, 2000 2:03 AM
> To: gramlr@pjm.com
> Cc: doornbos@socrates.Berkeley.EDU
> Subject: reply
>
> Hi Rob:  Great idea about a seminar on electric power. I'm on vacation for
> awhile, but once classes rev up in late August we'll see if we can put it
> on.  I'm sure there would be great interest.  Thanks also for your efforts
> with the alums which are really beginning to pay off.  Have a nice rest of
> the summer.  Cheers, Michael"
114715,"Company Business, Strategy, etc.",
114844,"Company Business, Strategy, etc.","When we have described the problems and solutions for California we have 
focussed on generation siting and flexibility to hedge.  We have stayed away 
from transmission issues on the assumption that California, with its ISO and 
PX, does not suffer from the same discrimination issues as other parts of the 
country.  Is this true?  Does California's system layer in priorities for 
utility use of the system -- eg doesn't PG&E control ""path 15""?  Does that 
control provide advantageous access to PG&E?  Are there other examples and 
are there links between these ""preferences"" and the current problems in 
California?  As we are trying to convert reliability and pricing concerns 
into FERC action these would be helpful arguments to have available to us."
114845,"Company Business, Strategy, etc.","Skilling will be speaking at the National Press Club next week.  He'll give 
an overview of Enron's business, talk about what's going on in power markets, 
and what should be done to fix the current problems.  California will get 
covered as well.  Other than what we have already discussed, is there 
anything Jeff should know or address in his remarks?"
114847,"Company Business, Strategy, etc.","  
"
115139,"Company Business, Strategy, etc.","
"
115140,"Company Business, Strategy, etc.","Thank you.
"
115175,"Company Business, Strategy, etc.",No further quasi-legislative hearings are planned.
115317,"Company Business, Strategy, etc.","In the best case, the clamoring for a ""refund"" subsides.  In which case, the 
only cost to Enron is the internal cost incurred to understand better the 
risks of getting fingered.
In the medium case, investigations find that Enron (like others) ""played by 
the rules,"" but the rules stunk, and Enron profited at the expense of 
California consumers.  "
115322,"Company Business, Strategy, etc.",
115333,"Company Business, Strategy, etc.",Jeff
115439,"Company Business, Strategy, etc.", - 000918_IEP_mmo_CAISO_AM30.doc
115495,"Company Business, Strategy, etc.","______________________________________________________________________ 
To review or revise your folder, visit Dow Jones CustomClips or contact Dow 
Jones Customer Service by e-mail at custom.news@bis.dowjones.com or by phone 
at 800-369-7466. (Outside the U.S. and Canada, call 609-452-1511 or contact 
your local sales representative.) 
______________________________________________________________________ 
Copyright (c) 2000 Dow Jones & Company, Inc. All Rights Reserved "
115658,"Company Business, Strategy, etc.",
115761,"Company Business, Strategy, etc.","The architects of California's deregulation, fearing the monopoly power of 
the utilities, had stripped bilateral purchasing authority to foster 
competition among a new kind of retail power provider. Under the scheme, 
utilities were to be limited to the highly regulated business of electricity 
distribution Folder Name: Utilities, Electric: Deregulation Relevance Score 
on Scale of 100: 
95______________________________________________________________________ To 
review or revise your folder, visit Dow Jones CustomClipsor contact Dow Jones 
Customer  Service by e-mail at custom.news@bis.dowjones.comor by phone at 
800-369-7466. (Outside the U.S. and  Canada, call 609-452-1511 or contact 
your local sales representative.) 
______________________________________________________________________ 
Copyright (c) 2000 Dow Jones &Company, Inc. All Rights Reserved "
115773,"Company Business, Strategy, etc.", - GAO Letter 9-22-00.doc
115774,"Company Business, Strategy, etc.", - GAO Letter 9-22-00.doc
115817,"Company Business, Strategy, etc.", - GAO Letter 9-22-00.pdf
116118,"Company Business, Strategy, etc.","Frank Wolak
 - wptf.pdf
"
116143,"Company Business, Strategy, etc.","
"
116256,"Company Business, Strategy, etc."," - calpxsubpoena1 AG 10-3-00.doc
 - AG Confidentiality Ltr 10-13-00.doc"
116270,"Company Business, Strategy, etc.","SRE, SCE.Q, PCG,
"
116661,"Company Business, Strategy, etc.","To see more of the San Jose Mercury News, or to subscribe to the newspaper, 
go to http://www.sjmercury.com"
116688,"Company Business, Strategy, etc.","A copy of these notes are attached if you need to distribute them to  anyon=
e=20
in your organizations.
 - November 1 2000 Meeting Notes.doc"
116987,"Company Business, Strategy, etc.","We may not have a problem providing this information for use by FERC in its 
proceeding subject to a confidentiality agreement but I think we would oppose 
their requests for:
the information to be provided for ""government eyes only"" -  this would 
prohibit EPMI from defending itself vis-a-vis other market participants.
a FERC confidentiality order that would could allow FERC to ""share"" this 
information with the CPUC (for purposes of the PUC's OII proceeding) pursuant 
to 16 U.S.C. 824h(c).  16 USC 824g(c) requires the Commission to make 
information available to state commissions as may be of assistance in state 
regulation of public utilities.  We should argue that 16 USC 824h(c) does not 
apply here given that we are not a public utility nor does the PUC regulate 
how much market power wholesale marketers exercise or the level of market 
power mitigation (these are the bases the PUC provides for explaining why it 
should have this information.)  
the above contractual information to allow them to analyze the 
competitiveness of the forward market to evaluate the wisdom of the 
Commission's  decision to allow the UDC's ""unfettered access"" to the forwards 
market.  This argument is unpersuasive given that the CPUC can get 
information about the competitiveness of the forward markets from the Wall 
Street Journal's listing of NYMEX prices."
116988,"Company Business, Strategy, etc.",
116993,"Company Business, Strategy, etc.",
116997,"Company Business, Strategy, etc.",
117978,"Company Business, Strategy, etc.","(1) The PX =01&must-buy=018 requirement would become a =01&must-schedule=01=
8 requirement.=20
IOUs
would be required to schedule all forward energy through the PX, but would =
be=20
free to
purchase it from any source.
(2) California generators and entities that sell to any California purchase=
r=20
(not limited to the
PX and ISO) could continue to be eligible for market-based rates (and would=
=20
be free of
refund obligations) only if they offer a substantial portion of their sales=
=20
in the form of
two-year contracts at rates that approximate competitive prices. The detail=
s=20
of such a
proposal are outlined in this report. The volume offered by sellers, in the=
=20
aggregate,
would be sufficient to cover the all three IOUs=01, residential and small=
=20
commercial
customer load using an average load profile for weekdays and weekends for=
=20
each month.
(3) Any market participant that does not offer these two-year=20
market-power-mitigation
forward contracts would be subject to cost-of-service rates for all of thei=
r=20
sales of energy
and ancillary services into the California market for at least the two-year=
=20
market power
mitigation period.
(4) The CPUC would be encouraged to set a default rate for IOU residential=
=20
and small
commercial customers based on projected wholesale energy costs under the=20
2-year
contracts described above.
(5) The under-scheduling penalty should be even-handed. The MSC recommends =
a=20
real-time
trading charge that is applicable both to load and generation and, more=20
important, does
not distinguish between instructed and uninstructed deviations from schedul=
e.
"
